date,pagepath,pagetitle,screenpageviews,bouncerate,engagementRate,userEngagementDuration,averageSessionDuration,userConversionRate:scroll
2023-03-07,/myshop/index.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,188,0.99056603773584906,0.009433962264150943,807,13.895401113207546,0.17204301075268819
2023-03-07,/article/blog/8/12516/,여성으로서 섹스하며 궁금했던 것들을 풀어봅니다.,174,0.068322981366459631,0.93167701863354035,9262,80.0078708757764,0.063291139240506333
2023-03-07,/order/order_result.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,162,0.99290780141843971,0.0070921985815602835,1470,94.1339585035461,0.7
2023-03-07,/category/condom/83/,콘돔 - 체레미 마카,153,0.9642857142857143,0.035714285714285712,2027,99.839662035714284,0.13461538461538461
2023-03-07,/product/BACK-DOOR/517,[예약 판매]인티밋젤 백도어(130ml) - 이브콘돔 공식몰,151,0.0070921985815602835,0.99290780141843971,1073,56.540830425531915,0.32520325203252032
2023-03-07,/article/blog/8/13117/,"물이 너무 많이 나와요 (a.k.a squirting, 시오후키, 여성사정에 관하여)",150,0.082706766917293228,0.91729323308270672,9963,150.90521766165415,0.048
2023-03-07,/article/blog/8/19536/,"HPV는 대체 어떤 바이러스일까?(증상, 자연 소멸, 잠복기)",147,0.0071942446043165471,0.9928057553956835,16035,188.39567769784173,0.25
2023-03-07,/article/blog/8/15871/,"전립선 마사지 – 기초편 (a.k.a 전립선 자극, 드라이 오르가즘)",145,0.12686567164179105,0.87313432835820892,12730,141.78472970895524,0.20930232558139536
2023-03-07,/myshop/order/list.html,주문내역 조회 - 체레미 마카,143,0.987012987012987,0.012987012987012988,821,40.422736558441549,0.2
2023-03-07,/article/blog/8/15165/,섹스를 많이 하면 질이 넓어지나요? (팩트주의),140,0.07874015748031496,0.92125984251968507,9008,117.00374959842519,0.099173553719008267
2023-03-07,/article/blog/8/15786/page/1/,오럴섹스 잘 하는 방법 알려주세요!! (펠라치오 편),135,0.75,0.25,231,123.40832125,0
2023-03-07,/article/blog/8/15716/,"남성 자위 제대로 알아보자 (a.k.a ㅈㅇ, 자기위로)",130,0.051724137931034482,0.94827586206896552,7648,93.66501103448276,0.076923076923076927
2023-03-07,/article/notice/1/27587/,NOTICE - 체레미 마카,129,0.23015873015873015,0.76984126984126988,107,14.442659619047618,0.17346938775510204
2023-03-07,/myshop/coupon/coupon.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,129,1,0,1702,75.701195416666664,0.21739130434782608
2023-03-07,/intro/adult_im.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,125,0.98245614035087714,0.017543859649122806,603,81.903640666666675,0.79629629629629628
2023-03-07,/article/blog/8/13286/,쿠퍼액으로 임신이 되나요? (팩트주의 / 논란종결),120,0.017543859649122806,0.98245614035087714,8857,113.20015964035088,0.0625
2023-03-07,/article/blog/8/14576/,"첫 섹스를 앞둔 이들에게 (a.k.a 첫 경험, 현실주의)",114,0.037735849056603772,0.96226415094339623,8411,136.950812,0.10679611650485436
2023-03-07,/article/blog/8/14208/,"사정하지 못하는 이유가 뭘까요? (a.k.a 지루, 사정지연)",111,0.0297029702970297,0.97029702970297027,7916,105.41987655445544,0.021276595744680851
2023-03-07,/article/blog/8/19839/,섹스 중 질에 출혈이 생기는 이유는 뭔가요?(출혈 없는 섹스를 위한 tip),109,0.00980392156862745,0.99019607843137258,10504,181.62408726470588,0.0989010989010989
2023-03-07,/product/list_thumb.html,Play,104,0.95238095238095233,0.047619047619047616,408,10.814930873015873,0.032258064516129031
2023-03-07,/article/blog/8/12066/,뒤로하는 섹스에 대하여 (Real 후방주의),102,0.058252427184466021,0.941747572815534,5481,78.978908417475736,0.03
2023-03-07,/category/jel/85/,젤 - 체레미 마카,95,0.94285714285714284,0.057142857142857141,1175,116.24382071428572,0
2023-03-07,/article/blog/8/13012/,섹스 중 야한 말은 어떻게 하는 건가요? (a.k.a Dirty Talk),91,0.056818181818181816,0.94318181818181823,4560,86.549371999999991,0.035714285714285712
2023-03-07,/article/blog/8/12833/,맨날 자위해도 괜찮나요? (a.k.a 중독의 기준),90,0.047058823529411764,0.95294117647058818,3695,70.267934776470582,0.060240963855421686
2023-03-07,/article/blog/8/16688/,내 음경은 정상 크기인가요? (팩트주의/논란종결),89,0.035714285714285712,0.9642857142857143,5161,125.07562671428572,0.06097560975609756
2023-03-07,/category/shop/24/,SHOP - 체레미 마카,87,0.7,0.3,691,31.0453303,0.041666666666666664
2023-03-07,/article/blog/8/15959/,"전립선 마사지 – 실전편 (a.k.a 전립선 자극, 드라이 오르가즘)",85,0.28205128205128205,0.717948717948718,8974,151.28158547435896,0.14666666666666667
2023-03-07,/article/blog/8/15165/page/7/,섹스를 많이 하면 질이 넓어지나요? (팩트주의),82,0.063291139240506333,0.93670886075949367,5459,94.989482,0.0641025641025641
2023-03-07,/board/blog/all.html,블로그 - 체레미마카,81,0.90909090909090906,0.090909090909090912,731,305.18075845454547,0
2023-03-07,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%82%B4%EC%B6%94%EB%9F%B4130ml/281/category/85/display/1/,인티밋젤 내추럴(130ml),73,0.94339622641509435,0.056603773584905662,2203,62.21906252830189,0.5
2023-03-07,/article/blog/8/9799/,G-스팟의 존재,71,0.059701492537313432,0.94029850746268662,3783,108.0863307761194,0.092307692307692313
2023-03-07,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC/278/category/83/display/1/,아그로포레스트리® 이브콘돔 울트라씬(10p),67,1,0,1643,46.1599226,0.25
2023-03-07,/product/list_thumb.html,Food,67,1,0,383,47.126921133333333,0.045454545454545456
2023-03-07,/product/list_thumb.html,외음부 케어 - 체레미 마카,65,0.98148148148148151,0.018518518518518517,311,9.4517684444444434,0.037735849056603772
2023-03-07,/article/blog/8/14862/,"섹스할 때 빨리 사정하는 이유가 뭘까요? (a.k.a 조루, 빠른 사정)",64,0.081967213114754092,0.91803278688524592,4665,114.03229516393444,0.125
2023-03-07,/article/blog/8/15399/,"손가락만 활용해 오르가즘에 다다를 수 있다고? (a.k.a 핑거링, 핑거콘돔)",62,0.1,0.9,3421,132.8310154,0.12727272727272726
2023-03-07,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/83/display/1/,러버 세트(LOVER SET),62,0.82608695652173914,0.17391304347826086,2296,78.914006,0.39534883720930231
2023-03-07,/article/blog/8/19423/categoryno/1/,클리토리스를 만져도 아무것도 안 느껴져요,56,0.076923076923076927,0.92307692307692313,3898,112.00051819230769,0.13725490196078433
2023-03-07,/article/blog/8/16499/,"섹시한 키스, 지켜야 할 딱 세 가지 (a.k.a 입맞춤, kiss)",55,0,1,3383,71.253129076923074,0.038461538461538464
2023-03-07,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C-%ED%95%91%EA%B1%B0%EB%8F%94/264/category/83/display/1/,아그로포레스트리® 이브 핑거돔(18p),55,0.95744680851063835,0.0425531914893617,1138,35.558490446808513,0.33333333333333331
2023-03-07,/category/gel/85/,젤 - 체레미 마카,51,1,0,327,35.111915354838708,0
2023-03-07,/index.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,51,0.51282051282051277,0.48717948717948717,247,32.544354615384613,0.32432432432432434
2023-03-07,/board/faq/list.html,FAQ - 체레미 마카,50,1,0,368,39.913826882352943,0
2023-03-07,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EC%8A%AC%EB%A6%BC/275/category/83/display/1/,이브콘돔 슬림(10p),49,0.97368421052631582,0.026315789473684209,974,71.999609947368413,0.32432432432432434
2023-03-07,/product/list_thumb.html,생리팬티 - 체레미 마카,49,0.875,0.125,267,50.76691346875,0
2023-03-07,/article/blog/8/13332/,정액 맛을 바꿀 수 있나요? (a.k.a 맛과 효능),47,0.045454545454545456,0.95454545454545459,3739,122.09637661363637,0.11627906976744186
2023-03-07,/article/blog/8/9719/,클리토리스: 우리가 알던 것은 빙산의 일각이었을 뿐.,46,0.086956521739130432,0.91304347826086951,3916,95.57019234782608,0.088888888888888892
2023-03-07,/product/list_thumb.html,생리컵 - 체레미 마카,46,0.93548387096774188,0.064516129032258063,248,11.748707225806452,0
2023-03-07,/article/blog/8/15786/,오럴섹스 잘 하는 방법 알려주세요!! (펠라치오 편),45,0.27272727272727271,0.72727272727272729,4053,127.86503920454544,0.11627906976744186
2023-03-07,/board/free/list.html,NOTICE - 체레미 마카,45,0.95652173913043481,0.043478260869565216,264,34.528860739130437,0
2023-03-07,/brand.html,Naked with Nature - 체레미 마카,44,0.875,0.125,1366,51.7041885,0
2023-03-07,/article/blog/8/25900/,실리콘 젤? 러브젤 종류별로 어떤 차이가 있을까 (나에게 맞는 러브젤 고르는 법),42,0.088235294117647065,0.91176470588235292,2217,120.17574950000001,0
2023-03-07,/article/blog/8/4642/,"[생리컵] 질 길이 재는 법, 사이즈 고르는 법 총정리",42,0.13157894736842105,0.868421052631579,1948,82.402991710526322,0
2023-03-07,/blog/all.html,블로그 - 체레미마카,42,1,0,177,248.16398766666669,0
2023-03-07,/product/%EC%9D%B4%EB%B8%8C%EC%BB%B5-mini-s-l/262/category/97/display/1/,"이브컵 mini, S, L",39,0.41379310344827586,0.58620689655172409,688,37.924100172413794,0
2023-03-07,/article/blog/8/15262/,오럴섹스 잘 하는 방법 알려주세요!! (커널링구스 편),38,0.21875,0.78125,3364,156.55852065625,0
2023-03-07,/product/md%EB%A3%A8%EB%B8%8C-%EC%8B%A4%EB%A6%AC%EC%BD%98100ml/242/category/85/display/1/,MD루브 실리콘(100ml),38,0.96969696969696972,0.030303030303030304,2457,181.2713771818182,0
2023-03-07,/article/blog/8/12220/,술 먹고 섹스하면 생기는 일 (a.k.a 음쥬섹ㅅㅡ),37,0.085714285714285715,0.91428571428571426,1083,35.67185837142857,0
2023-03-07,/blog/srhr.html,섹스터디 - 체레미 마카,37,0.94117647058823528,0.058823529411764705,309,23.668647058823531,0
2023-03-07,/article/blog/8/57/,[후기] 이브 직원의 실제 이브콘돔 사용 리뷰,36,0.058823529411764705,0.94117647058823528,1324,114.92559826470588,0
2023-03-07,/product/search.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,36,0.86363636363636365,0.13636363636363635,201,26.975823454545456,0
2023-03-07,/article/blog/8/13736/,포경수술과 섹스의 상관관계 (a.k.a 민감도 논란종결),34,0.064516129032258063,0.93548387096774188,1518,92.870876645161289,0
2023-03-07,/article/blog/8/15871/categoryno/1/,"전립선 마사지 – 기초편 (a.k.a 전립선 자극, 드라이 오르가즘)",34,0.033333333333333333,0.96666666666666667,4774,239.83850066666668,0
2023-03-07,/board/blog/srhr.html,섹스터디 - 체레미마카,34,0.7142857142857143,0.2857142857142857,248,37.5520405,0
2023-03-07,/myshop/order/detail.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,34,1,0,335,28.812214,0
2023-03-07,/article/blog/8/163/,"[소개] 러브젤은 왜, 어떻게 쓰나요?",33,0,1,2192,115.78490716129032,0
2023-03-07,/article/blog/8/14766/,건강하고 안전한 레즈비언 섹스 팁,32,0.10344827586206896,0.896551724137931,3820,180.48404872413792,0
2023-03-07,/article/blog/8/9597/page/17/,돌기형 콘돔만 한 게 또 없지요.,32,0.064516129032258063,0.93548387096774188,683,70.675611064516133,0
2023-03-07,/article/blog/8/13116/,여성의 몸에서 나오는 분비물은 다 같은 것일까?,31,0.076923076923076927,0.92307692307692313,1253,60.965705269230767,0
2023-03-07,/article/blog/8/19592/,허벅지 굵기와 정력에 연관이 있을까?(feat. 식욕과 성욕의 관계),31,0.033333333333333333,0.96666666666666667,2088,137.62125693333334,0
2023-03-07,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%9D%BC%EC%A7%80/270/category/83/display/1/,이브콘돔 라지(10p),31,0.90476190476190477,0.095238095238095233,734,129.69284357142857,0
2023-03-07,/article/blog/8/16865/,"간지러운 곳이 곧 성감대라고 하던데? (a.k.a 애무, 전희)",30,0,1,1044,47.716809074074078,0
2023-03-07,/blog/all.html,블로그 - 체레미 마카,30,1,0,119,66.8513435,0
2023-03-07,/member/check_password.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,29,1,0,174,15.109257882352942,0
2023-03-07,/article/blog/8/13333/,애액의 맛은 항상 같을까?,28,0.12,0.88,1450,77.92081624,0
2023-03-07,/member/id/find_id.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,28,1,0,303,47.250299166666672,0
2023-03-07,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/85/display/1/,러버 세트(LOVER SET),28,0.8571428571428571,0.14285714285714285,614,72.30267004761906,0
2023-03-07,/product/%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC%C2%AE-%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%8F%84%ED%8B%B0%EB%93%9C/267/category/83/display/1/,아그로포레스트리® 이브콘돔 도티드(10p),28,1,0,533,46.42333645,0
2023-03-07,/article/blog/8/13863/,콘돔 업계 종사자에게 콘돔이 터지는 이유에 대해 꼬치꼬치 캐물었습니다. (#팩트주의 #논란종결),27,0.1111111111111111,0.88888888888888884,1767,83.244467518518533,0
2023-03-07,/article/blog/8/16211/,"이상한 섹스 판타지, 과연 나는 정상인가? (a.k.a 성애, 성적 취향)",27,0.1,0.9,1349,76.2130571,0
2023-03-07,/member/modify.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,27,1,0,930,57.180032684210524,0
2023-03-07,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/1/display/9/,이브콘돔 리얼 0.035(10p),27,0.9,0.1,1124,91.56592895,0
2023-03-07,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-3%EC%A2%85-%EC%84%B8%ED%8A%B8/266/category/83/display/1/,이브콘돔 3종 세트,27,1,0,340,50.435752944444445,0
2023-03-07,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%9D%BC%EB%B2%A4%EB%8D%94130ml/283/category/85/display/1/,인티밋젤 라벤더(130ml),27,1,0,617,48.988739,0
2023-03-07,/member/join_result.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,26,1,0,86,13.65075426923077,0
2023-03-07,/product/%EB%A6%AC%EC%96%BC0035-2%ED%8C%A920p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%ED%95%91%EA%B1%B0%EB%8F%9418p/314/category/83/display/1/,리얼0.035 3팩(30p)+아그로포레스트리 핑거돔(10p),26,1,0,325,23.223248826086955,0
2023-03-07,/article/blog/8/11097/,콘돔을 더 쉽게 착용하는 방법,25,0.11538461538461539,0.88461538461538458,603,29.96466715384615,0
2023-03-07,/category/play/131,Food,25,0,1,241,25.588964652173914,0
2023-03-07,/coupon/coupon_select.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,25,1,0,385,26.71164455,0.59740259740259738
2023-03-07,/product/%EB%A7%88%EC%82%AC%EC%A7%80-%EC%BA%94%EB%93%A4-%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8-%EB%AC%B880g/516/category/121/display/1/,마사지 캔들 포레스트 문(80g) - 이브콘돔 공식몰,25,0.95833333333333337,0.041666666666666664,632,89.756679833333337,0
2023-03-07,/article/blog/8/14133/,"오르가즘의 패권을 잡고 싶다면 위에 오르소서(a.k.a 여성상위, 기승위)",24,0.13043478260869565,0.86956521739130432,1341,63.588563478260873,0
2023-03-07,/article/blog/8/14652/,샤워하며 섹스해도 되나요? (파트너와 함께 목욕 즐기기),24,0.22727272727272727,0.77272727272727271,727,43.071515727272725,0
2023-03-07,/product/%EB%A6%AC%EC%96%BC0035-3%ED%8C%A930p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%EC%9A%B8%ED%8A%B8%EB%9D%BC%EC%94%AC10p/315/category/83/display/1/,리얼0.035 3팩(30p)+아그로포레스트리 울트라씬(10p),24,0.94117647058823528,0.058823529411764705,708,50.081152647058822,0
2023-03-07,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%ED%9C%B4%EB%8C%80%EC%9A%A9-5ml/282/category/85/display/1/,인티밋젤 휴대용 5ml(30p),24,1,0,643,113.95871347619047,0
2023-03-07,/product/image_zoom.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,24,0.90476190476190477,0.095238095238095233,104,32.688629000000006,0
2023-03-07,/product/list_thumb.html,생리대 - 체레미 마카,24,1,0,211,15.809031941176473,0
2023-03-07,/article/blog/8/14046/,왁싱하면 섹스할 때 더 좋나요? (a.k.a 무소유의 득과 실),23,0.041666666666666664,0.95833333333333337,1641,104.27186304166668,0
2023-03-07,/member/join.html,회원가입 - 체레미 마카,23,1,0,1188,81.876367777777773,0
2023-03-07,/category/feminine-wash/89/,외음부 케어 - 체레미 마카,22,1,0,110,8.5133735882352948,0
2023-03-07,/product/%ED%8E%A8%EB%A7%88%EC%B9%B4-%EA%B5%AC%EB%AF%B863g/519/category/131/display/1/,체레미 마카 펨마카 구미,22,0.94444444444444442,0.055555555555555552,1045,119.91470961111109,0
2023-03-07,/article/blog/8/15959/categoryno/1/,"전립선 마사지 – 실전편 (a.k.a 전립선 자극, 드라이 오르가즘)",20,0.47619047619047616,0.52380952380952384,1460,170.28792547619048,0
2023-03-07,/blog/srhr.html,섹스터디 - 체레미마카,20,0.66666666666666663,0.33333333333333331,87,23.874287333333331,0
2023-03-07,/member/agreement.html,이용약관 - 체레미 마카,20,1,0,95,10.2015662,0
2023-03-07,/member/passwd/find_passwd_info.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,20,1,0,300,23.925104666666666,0
2023-03-07,/product/%EB%A6%AC%EC%96%BC0035-3%ED%8C%A930p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%EB%8F%84%ED%8B%B0%EB%93%9C10p/316/category/83/display/1/,리얼0.035 3팩(30p)+아그로포레스트리 도티드(10p),20,1,0,130,31.000372266666666,0
2023-03-07,/product/%EC%98%88%EC%95%BD-%ED%8C%90%EB%A7%A4%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/1/display/9/,[예약 판매]인티밋젤 백도어(130ml) - 이브콘돔 공식몰,19,0.93333333333333335,0.066666666666666666,514,164.71436333333332,0
2023-03-07,/article/blog/8/26521/,화한가요? 러브젤 사용 꿀팁(러브젤 어떻게 쓰나요?),18,0.26666666666666666,0.73333333333333328,723,296.9037538666667,0
2023-03-07,/article/blog/8/59/,[이슈] 생리 직후 섹스의 안전성에 대한 현실적인 이야기,18,0,1,509,41.312476266666664,0
2023-03-07,/article/blog/8/14495/,"건강하고 안전한 여성 자위 첫걸음 (a.k.a 마스터베이션, 자기위로)",17,0.0625,0.9375,1061,75.1186196875,0
2023-03-07,/category/play/121/,Play,17,1,0,76,9.0996402727272727,0
2023-03-07,/product/%EB%9F%AC%EB%B2%84-%EC%84%B8%ED%8A%B8lover-set/243/category/1/display/9/,러버 세트(LOVER SET),17,1,0,1502,161.34482172727272,0
2023-03-07,/product/cheremimaka/243,러버 세트(LOVER SET),17,0.25,0.75,556,54.095455,0
2023-03-07,/article/blog/8/9598//,생리 중 섹스에 대한 진실 (증보),16,0,1,1587,176.14420625,0
2023-03-07,/article/blog/8/11456/,섹스하는 꿈은 왜 꾸나요? (a.k.a Sex Dream),15,0.15384615384615385,0.84615384615384615,525,50.337973384615381,0
2023-03-07,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4md%EB%A3%A8%EB%B8%8C-114%EC%A2%85-%ED%83%9D2/261/category/85/display/1/,윤활제 1&1 세트(MD루브&인티밋젤),15,0.9285714285714286,0.071428571428571425,171,23.55846707142857,0
2023-03-07,/product/cheremimaka/286,이브콘돔 리얼 0.035(10p),15,0.38461538461538464,0.61538461538461542,60,93.5363086923077,0
2023-03-07,/article/blog/8/13972/,텐트에서 섹스한 날,14,0.25,0.75,448,58.92859975,0
2023-03-07,/board/recruit/all.html,RECRUIT (채용공고) - 체레미 마카,14,0.38461538461538464,0.61538461538461542,525,116.23517815384616,0
2023-03-07,/category/play/131/,Food,14,1,0,66,9.0744421999999982,0
2023-03-07,/member/change_passwd.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,14,1,0,630,52.356450642857148,0
2023-03-07,/member/passwd/find_passwd_method.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,14,1,0,34,5.5386295,0
2023-03-07,/article/blog/8/10313/,섹스하기 좋은 매트리스 고르는 방법,13,0.090909090909090912,0.90909090909090906,157,30.159176363636366,0
2023-03-07,/article/blog/8/19839/categoryno/1/,섹스 중 질에 출혈이 생기는 이유는 뭔가요?(출혈 없는 섹스를 위한 tip),13,0,1,667,78.419437071428575,0
2023-03-07,/category/evecup/97/,생리컵 - 체레미 마카,13,0.7142857142857143,0.2857142857142857,79,19.061541142857145,0
2023-03-07,/member/id/find_id_result.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,13,1,0,65,8.919452,0
2023-03-07,/member/passwd/find_passwd_result.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,13,1,0,28,10.284892230769231,0
2023-03-07,/article/blog/8/10059/,커피 한 잔과 발기의 상관관계,12,0.090909090909090912,0.90909090909090906,1112,105.03149163636364,0
2023-03-07,/article/blog/8/16329/categoryno/1/,임신 확률을 낮추는 믿음직한 콘돔 사용법,12,0,1,453,101.25000933333334,0
2023-03-07,/article/blog/8/26682/,"손가락의 새로운 발견, 핑거링 시작하기(핑거돔 vs 라텍스 글러브 vs 콘돔)",12,0.44444444444444442,0.55555555555555558,346,124.67894477777779,0
2023-03-07,/board/faq/list.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,12,0.42857142857142855,0.5714285714285714,263,164.98566271428572,0
2023-03-07,/product/%EC%98%88%EC%95%BD-%ED%8C%90%EB%A7%A4%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/121/display/1/,[예약 판매]인티밋젤 백도어(130ml) - 이브콘돔 공식몰,12,1,0,528,124.91810209090909,0
2023-03-07,/product/%EC%9D%B4%EB%B8%8C%EC%BD%98%EB%8F%94-%EB%A6%AC%EC%96%BC-0035/286/category/24/display/1/,이브콘돔 리얼 0.035(10p),12,1,0,130,28.8487745,0
2023-03-07,/article/blog/8/15716/categoryno/1/,"남성 자위 제대로 알아보자 (a.k.a ㅈㅇ, 자기위로)",11,0,1,420,405.37257412499997,0
2023-03-07,/article/blog/8/25598/,"초심자를 위한 생리컵 실전사용기(사이즈 고르는 법, 넣고 빼는 법, 소독하는 법)",11,0,1,849,142.61743981818182,0
2023-03-07,/category/panty/98/,생리팬티 - 체레미 마카,11,0.8571428571428571,0.14285714285714285,140,81.083127,0
2023-03-07,/product/%EB%A6%AC%EC%96%BC0035-2%ED%8C%A920p%EC%95%84%EA%B7%B8%EB%A1%9C%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%EB%A6%AC-%ED%95%91%EA%B1%B0%EB%8F%9418p/314/category/1/display/9/,리얼0.035 3팩(30p)+아그로포레스트리 핑거돔(10p),11,1,0,244,76.686469333333335,0
2023-03-07,/product/%EC%9D%B8%ED%8B%B0%EB%B0%8B%EC%A0%A4-%EB%B0%B1%EB%8F%84%EC%96%B4130ml/517/category/121/display/1/,인티밋젤 백도어(130ml) - 이브콘돔 공식몰,11,1,0,597,75.45175555555555,0
2023-03-07,/board/recruit/all.html,체레미 마카 - 이브콘돔의 새로운 이름 | 이브젤·이브컵 증정이벤트 진행중,10,1,0,179,365.7645764,0
2023-03-07,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0-%EB%9D%BC%EC%9D%B4%ED%8A%B8/247/category/98/display/1/,생리팬티 라이트,10,1,0,249,39.7266393,0
2023-03-07,/product/%EC%83%9D%EB%A6%AC%ED%8C%AC%ED%8B%B0-%EC%98%A4%EB%B2%84%EB%82%98%EC%9D%B4%ED%8A%B8/285/category/98/display/1/,생리팬티 오버나이트,10,1,0,217,349.77148216666666,0
