date,member_id,R,F,M,r_grade,f_grade,m_grade,rfm_index,group
2022-07-26,10424512@n,149,2,70800.0,3,2,2,2.0543118531127327,new
2022-07-26,10425755@n,1,1,41800.0,4,1,1,1.1629355593381974,new
2022-07-26,10430778@n,271,1,21000.0,1,1,1,1.0,esc
2022-07-26,104362025@n,345,1,33065.0,1,1,1,1.0,esc
2022-07-26,104388339@n,180,1,13900.0,2,1,1,1.0543118531127325,esc
2022-07-26,104388463@n,138,5,130210.0,3,4,3,3.3974935685274805,VIP
2022-07-26,10439316@n,32,1,26800.0,4,1,1,1.1629355593381974,new
2022-07-26,104402782@n,203,2,32800.0,2,2,1,1.4518054216402132,esc
2022-07-26,104470784@n,18,3,141288.0,4,3,3,3.0543118531127322,VIP
2022-07-26,104520735@n,272,1,37479.0,1,1,1,1.0,esc
2022-07-26,10457767@n,136,5,172209.0,3,4,3,3.3974935685274805,VIP
2022-07-26,10461132@n,193,2,154000.0,2,2,3,2.548194578359787,esc-VIP
2022-07-26,104994063@n,130,2,72693.0,3,2,2,2.0543118531127327,new
2022-07-26,105072970@n,109,1,38700.0,3,1,1,1.108623706225465,new
2022-07-26,10517017@n,254,1,36500.0,1,1,1,1.0,esc
2022-07-26,10520970@n,220,1,30900.0,2,1,1,1.0543118531127325,esc
2022-07-26,10530933@n,280,1,43800.0,1,1,1,1.0,esc
2022-07-26,10539413@n,114,3,55000.0,3,3,2,2.4518054216402128,ROYAL
2022-07-26,1055299@n,308,1,43600.0,1,1,1,1.0,esc
2022-07-26,105673049@n,334,1,40700.0,1,1,1,1.0,esc
2022-07-26,10576007@n,172,2,78700.0,3,2,2,2.0543118531127327,new
2022-07-26,10594481@n,229,1,30900.0,2,1,1,1.0543118531127325,esc
2022-07-26,105996170@n,171,1,38700.0,3,1,1,1.108623706225465,new
2022-07-26,106114803@n,100,2,64100.0,3,2,2,2.0543118531127327,new
2022-07-26,10638839@n,301,1,43300.0,1,1,1,1.0,esc
2022-07-26,10639024@n,263,1,14400.0,1,1,1,1.0,esc
2022-07-26,10640476@n,204,1,29200.0,2,1,1,1.0543118531127325,esc
2022-07-26,10640590@n,38,2,77269.0,4,2,2,2.108623706225465,new
2022-07-26,10653715@n,224,1,160009.0,2,1,3,2.1507010098323063,esc-VIP
2022-07-26,10661156@n,127,1,36500.0,3,1,1,1.108623706225465,new
2022-07-26,106694931@n,182,2,79600.0,2,2,2,2.0,esc
2022-07-26,1067021@n,159,1,34475.0,3,1,1,1.108623706225465,new
2022-07-26,106755939@n,35,2,29800.0,4,2,1,1.5604291278656781,new
2022-07-26,106763229@n,286,1,38700.0,1,1,1,1.0,esc
2022-07-26,106798313@n,136,1,35647.0,3,1,1,1.108623706225465,new
2022-07-26,107136630@n,236,1,38700.0,2,1,1,1.0543118531127325,esc
2022-07-26,107176739@n,188,2,71939.0,2,2,2,2.0,esc
2022-07-26,107261002@n,49,1,35500.0,4,1,1,1.1629355593381974,new
2022-07-26,1074305@n,115,3,47700.0,3,3,1,1.9036108432804262,ROYAL
2022-07-26,107454028@n,301,1,48240.0,1,1,1,1.0,esc
2022-07-26,107543838@n,344,1,72900.0,1,1,2,1.5481945783597868,esc
2022-07-26,107601032@n,223,1,30900.0,2,1,1,1.0543118531127325,esc
2022-07-26,107915605@n,188,1,38700.0,2,1,1,1.0543118531127325,esc
2022-07-26,1080039@n,199,1,52100.0,2,1,1,1.0543118531127325,esc
2022-07-26,108118968@n,113,1,15400.0,3,1,1,1.108623706225465,new
2022-07-26,10814605@n,171,1,37345.0,3,1,1,1.108623706225465,new
2022-07-26,10817315@n,203,2,68543.0,2,2,2,2.0,esc
2022-07-26,10826489@n,33,1,41400.0,4,1,1,1.1629355593381974,new
2022-07-26,108291950@n,21,1,36400.0,4,1,1,1.1629355593381974,new
2022-07-26,10832841@n,256,1,33574.0,1,1,1,1.0,esc
2022-07-26,1085567@n,28,1,113500.0,4,1,3,2.2593247160577707,semi-VIP
2022-07-26,108581747@n,221,2,62089.0,2,2,2,2.0,esc
2022-07-26,108599547@n,47,1,28700.0,4,1,1,1.1629355593381974,new
2022-07-26,108779015@n,172,1,104500.0,3,1,3,2.2050128629450385,semi-VIP
2022-07-26,10879592@n,116,2,78799.0,3,2,2,2.0543118531127327,new
2022-07-26,10887716@n,116,1,39125.0,3,1,1,1.108623706225465,new
2022-07-26,109021891@n,42,2,78900.0,4,2,2,2.108623706225465,new
2022-07-26,109185240@n,281,2,50528.0,1,2,1,1.3974935685274805,esc
2022-07-26,109328480@n,190,2,152876.0,2,2,3,2.548194578359787,esc-VIP
2022-07-26,10934190@n,247,1,35500.0,2,1,1,1.0543118531127325,esc
2022-07-26,109461252@n,241,1,38700.0,2,1,1,1.0543118531127325,esc
2022-07-26,109562494@n,179,3,45700.0,2,3,1,1.8492989901676937,esc
2022-07-26,109581460@n,264,1,40300.0,1,1,1,1.0,esc
2022-07-26,109771552@n,224,1,85700.0,2,1,2,1.6025064314725193,esc
2022-07-26,109794590@n,259,1,15400.0,1,1,1,1.0,esc
2022-07-26,10986075@n,78,1,47300.0,4,1,1,1.1629355593381974,new
2022-07-26,109882957@n,292,1,29200.0,1,1,1,1.0,esc
2022-07-26,109892208@n,230,1,32900.0,2,1,1,1.0543118531127325,esc
2022-07-26,109943787@n,272,1,43139.0,1,1,1,1.0,esc
2022-07-26,109999518@n,228,1,57900.0,2,1,2,1.6025064314725193,esc
2022-07-26,11002687@n,266,2,51600.0,1,2,1,1.3974935685274805,esc
2022-07-26,110257048@n,8,1,68600.0,4,1,2,1.7111301376979842,new
2022-07-26,11027741@n,285,1,20300.0,1,1,1,1.0,esc
2022-07-26,11030245@n,113,3,73700.0,3,3,2,2.4518054216402128,ROYAL
2022-07-26,11032535@n,113,1,40700.0,3,1,1,1.108623706225465,new
2022-07-26,11042265@n,3,1,38900.0,4,1,1,1.1629355593381974,new
2022-07-26,11064764@n,101,1,38900.0,3,1,1,1.108623706225465,new
2022-07-26,110787547@n,9,2,68200.0,4,2,2,2.108623706225465,new
2022-07-26,11083633@n,59,1,40700.0,4,1,1,1.1629355593381974,new
2022-07-26,110903312@n,200,1,15400.0,2,1,1,1.0543118531127325,esc
2022-07-26,110976590@n,168,1,40700.0,3,1,1,1.108623706225465,new
2022-07-26,111216573@n,51,1,38800.0,4,1,1,1.1629355593381974,new
2022-07-26,111229290@n,69,1,17400.0,4,1,1,1.1629355593381974,new
2022-07-26,111286578@n,23,1,33200.0,4,1,1,1.1629355593381974,new
2022-07-26,11131171@n,11,1,15400.0,4,1,1,1.1629355593381974,new
2022-07-26,111353133@n,43,1,17400.0,4,1,1,1.1629355593381974,new
2022-07-26,111425071@n,281,1,17400.0,1,1,1,1.0,esc
2022-07-26,11146372@n,137,2,151155.0,3,2,3,2.602506431472519,semi-VIP
2022-07-26,11149078@n,29,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,111579067@n,226,2,74336.0,2,2,2,2.0,esc
2022-07-26,111676180@n,48,1,15400.0,4,1,1,1.1629355593381974,new
2022-07-26,111690753@n,97,2,75400.0,3,2,2,2.0543118531127327,new
2022-07-26,11176372@n,221,1,30900.0,2,1,1,1.0543118531127325,esc
2022-07-26,11186233@n,224,1,30900.0,2,1,1,1.0543118531127325,esc
2022-07-26,11200591@n,227,3,131500.0,2,3,3,2.9456881468872673,esc-VIP
2022-07-26,11202080@n,110,2,43700.0,3,2,1,1.5061172747529457,new
2022-07-26,11212291@n,11,2,48300.0,4,2,1,1.5604291278656781,new
2022-07-26,112145980@n,5,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,112256518@n,181,1,13900.0,2,1,1,1.0543118531127325,esc
2022-07-26,112555290@n,91,1,38700.0,3,1,1,1.108623706225465,new
2022-07-26,11257541@n,216,1,41100.0,2,1,1,1.0543118531127325,esc
2022-07-26,112599283@n,270,1,38700.0,1,1,1,1.0,esc
2022-07-26,11269919@n,6,1,15400.0,4,1,1,1.1629355593381974,new
2022-07-26,11279244@n,303,1,12900.0,1,1,1,1.0,esc
2022-07-26,112799188@n,125,1,13500.0,3,1,1,1.108623706225465,new
2022-07-26,11285800@n,260,1,39533.0,1,1,1,1.0,esc
2022-07-26,112898034@n,200,1,50900.0,2,1,1,1.0543118531127325,esc
2022-07-26,11328873@n,164,1,30196.0,3,1,1,1.108623706225465,new
2022-07-26,113792127@n,14,1,32800.0,4,1,1,1.1629355593381974,new
2022-07-26,11384980@n,172,1,42300.0,3,1,1,1.108623706225465,new
2022-07-26,11385306@n,155,1,28800.0,3,1,1,1.108623706225465,new
2022-07-26,113934751@n,282,1,37028.0,1,1,1,1.0,esc
2022-07-26,114177924@n,0,3,70500.0,4,3,2,2.5061172747529454,ROYAL
2022-07-26,11422393@n,291,1,47200.0,1,1,1,1.0,esc
2022-07-26,114295616@n,230,1,19300.0,2,1,1,1.0543118531127325,esc
2022-07-26,114412953@n,251,1,30900.0,2,1,1,1.0543118531127325,esc
2022-07-26,114493537@n,318,1,13900.0,1,1,1,1.0,esc
2022-07-26,11450547@n,121,1,40700.0,3,1,1,1.108623706225465,new
2022-07-26,114614855@n,72,1,15400.0,4,1,1,1.1629355593381974,new
2022-07-26,11472360@n,354,1,35010.0,1,1,1,1.0,esc
2022-07-26,114749703@n,266,1,51600.0,1,1,1,1.0,esc
2022-07-26,114778318@n,186,2,32800.0,2,2,1,1.4518054216402132,esc
2022-07-26,11490034@n,27,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,115096374@n,12,1,18800.0,4,1,1,1.1629355593381974,new
2022-07-26,115143500@n,196,1,38700.0,2,1,1,1.0543118531127325,esc
2022-07-26,115357830@n,91,2,77055.0,3,2,2,2.0543118531127327,new
2022-07-26,11550150@n,106,2,115300.0,3,2,3,2.602506431472519,semi-VIP
2022-07-26,115523147@n,230,2,137300.0,2,2,3,2.548194578359787,esc-VIP
2022-07-26,115638879@n,201,1,38700.0,2,1,1,1.0543118531127325,esc
2022-07-26,115775788@n,172,1,36900.0,3,1,1,1.108623706225465,new
2022-07-26,115827749@n,191,3,82370.0,2,3,2,2.3974935685274805,esc
2022-07-26,11586488@n,168,2,116100.0,3,2,3,2.602506431472519,semi-VIP
2022-07-26,115989990@n,223,1,39900.0,2,1,1,1.0543118531127325,esc
2022-07-26,116031755@n,47,2,55668.0,4,2,2,2.108623706225465,new
2022-07-26,116084616@n,54,1,38800.0,4,1,1,1.1629355593381974,new
2022-07-26,11613249@n,160,1,33398.0,3,1,1,1.108623706225465,new
2022-07-26,116133012@n,227,1,11900.0,2,1,1,1.0543118531127325,esc
2022-07-26,11621575@n,0,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,11631865@n,159,2,80000.0,3,2,2,2.0543118531127327,new
2022-07-26,116387459@n,86,1,36900.0,4,1,1,1.1629355593381974,new
2022-07-26,116393756@n,106,1,113500.0,3,1,3,2.2050128629450385,semi-VIP
2022-07-26,11645847@n,293,1,37615.0,1,1,1,1.0,esc
2022-07-26,116485247@n,226,1,42700.0,2,1,1,1.0543118531127325,esc
2022-07-26,116503578@n,70,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,116507304@n,221,1,25800.0,2,1,1,1.0543118531127325,esc
2022-07-26,1165167@n,269,1,34369.0,1,1,1,1.0,esc
2022-07-26,116520103@n,41,2,80992.0,4,2,2,2.108623706225465,new
2022-07-26,11653388@n,85,1,37363.0,4,1,1,1.1629355593381974,new
2022-07-26,116584243@n,26,1,47900.0,4,1,1,1.1629355593381974,new
2022-07-26,116749137@n,242,1,36900.0,2,1,1,1.0543118531127325,esc
2022-07-26,116794113@n,11,3,46544.0,4,3,1,1.9579226963931586,ROYAL
2022-07-26,11680220@n,75,1,39539.0,4,1,1,1.1629355593381974,new
2022-07-26,11683024@n,142,1,15900.0,3,1,1,1.108623706225465,new
2022-07-26,11690433@n,168,3,114072.0,3,3,3,3.0,VIP
2022-07-26,116928624@n,321,1,66600.0,1,1,2,1.5481945783597868,esc
2022-07-26,117003480@n,117,1,40000.0,3,1,1,1.108623706225465,new
2022-07-26,117060571@n,280,2,80946.0,1,2,2,1.9456881468872673,esc
2022-07-26,117117140@n,284,1,38800.0,1,1,1,1.0,esc
2022-07-26,117315275@n,16,5,180276.0,4,4,3,3.451805421640213,VIP
2022-07-26,117320027@n,20,1,15400.0,4,1,1,1.1629355593381974,new
2022-07-26,11733115@n,18,1,13900.0,4,1,1,1.1629355593381974,new
2022-07-26,117602408@n,217,1,75600.0,2,1,2,1.6025064314725193,esc
2022-07-26,11771663@n,1,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,117826420@n,54,1,36900.0,4,1,1,1.1629355593381974,new
2022-07-26,118002574@n,102,4,116477.0,3,3,3,3.0,VIP
2022-07-26,11817448@n,22,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,118205179@n,275,2,199700.0,1,2,4,3.042077303606841,esc-VIP
2022-07-26,118315241@n,237,1,36900.0,2,1,1,1.0543118531127325,esc
2022-07-26,11839894@n,346,1,36500.0,1,1,1,1.0,esc
2022-07-26,11843313@n,134,1,70800.0,3,1,2,1.6568182845852517,new
2022-07-26,118495287@n,235,2,105985.0,2,2,3,2.548194578359787,esc-VIP
2022-07-26,11882759@n,361,1,10900.0,1,1,1,1.0,esc
2022-07-26,118836294@n,133,1,40700.0,3,1,1,1.108623706225465,new
2022-07-26,11884441@n,41,2,35200.0,4,2,1,1.5604291278656781,new
2022-07-26,11912022@n,134,1,38700.0,3,1,1,1.108623706225465,new
2022-07-26,119156941@n,0,1,15400.0,4,1,1,1.1629355593381974,new
2022-07-26,119216770@n,54,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,119244330@n,273,1,17400.0,1,1,1,1.0,esc
2022-07-26,119270275@n,278,1,17400.0,1,1,1,1.0,esc
2022-07-26,11969396@n,265,1,27800.0,1,1,1,1.0,esc
2022-07-26,12007802@n,57,3,121666.0,4,3,3,3.0543118531127322,VIP
2022-07-26,120136480@n,241,2,76400.0,2,2,2,2.0,esc
2022-07-26,12021573@n,69,2,105230.0,4,2,3,2.6568182845852517,semi-VIP
2022-07-26,120285314@n,40,1,15900.0,4,1,1,1.1629355593381974,new
2022-07-26,12038353@n,63,3,72000.0,4,3,2,2.5061172747529454,ROYAL
2022-07-26,12040830@n,91,1,114468.0,3,1,3,2.2050128629450385,semi-VIP
2022-07-26,120419615@n,126,2,56668.0,3,2,2,2.0543118531127327,new
2022-07-26,12067035@n,250,1,14400.0,2,1,1,1.0543118531127325,esc
2022-07-26,120705752@n,121,2,64975.0,3,2,2,2.0543118531127327,new
2022-07-26,120831045@n,53,1,47900.0,4,1,1,1.1629355593381974,new
2022-07-26,120859707@n,250,1,15400.0,2,1,1,1.0543118531127325,esc
2022-07-26,120951946@n,170,1,38700.0,3,1,1,1.108623706225465,new
2022-07-26,121233572@n,282,2,68000.0,1,2,2,1.9456881468872673,esc
2022-07-26,12138925@n,266,1,42600.0,1,1,1,1.0,esc
2022-07-26,12149273@n,162,1,38700.0,3,1,1,1.108623706225465,new
2022-07-26,121534794@n,51,1,111090.0,4,1,3,2.2593247160577707,semi-VIP
2022-07-26,12164166@n,336,1,37700.0,1,1,1,1.0,esc
2022-07-26,121670063@n,160,3,178200.0,3,3,3,3.0,VIP
2022-07-26,12179609@n,155,1,31492.0,3,1,1,1.108623706225465,new
2022-07-26,122014449@n,161,1,64400.0,3,1,2,1.6568182845852517,new
2022-07-26,122155858@n,350,1,30200.0,1,1,1,1.0,esc
2022-07-26,12220557@n,220,1,13900.0,2,1,1,1.0543118531127325,esc
2022-07-26,12237890@n,68,1,40700.0,4,1,1,1.1629355593381974,new
2022-07-26,12250688@n,171,2,154725.0,3,2,3,2.602506431472519,semi-VIP
2022-07-26,12279308@n,171,1,38900.0,3,1,1,1.108623706225465,new
2022-07-26,123061179@n,319,2,189024.0,1,2,3,2.493882725247054,esc-VIP
2022-07-26,12313222@n,217,2,57108.0,2,2,2,2.0,esc
2022-07-26,123132949@n,210,1,36500.0,2,1,1,1.0543118531127325,esc
2022-07-26,123213524@n,117,1,28800.0,3,1,1,1.108623706225465,new
2022-07-26,123284026@n,16,1,36900.0,4,1,1,1.1629355593381974,new
2022-07-26,123295961@n,209,2,69844.0,2,2,2,2.0,esc
2022-07-26,123412881@n,60,2,75434.0,4,2,2,2.108623706225465,new
2022-07-26,123476900@n,20,3,109969.0,4,3,3,3.0543118531127322,VIP
2022-07-26,123499296@n,197,1,15400.0,2,1,1,1.0543118531127325,esc
2022-07-26,123545494@n,154,5,115110.0,3,4,3,3.3974935685274805,VIP
2022-07-26,12368804@n,50,1,38800.0,4,1,1,1.1629355593381974,new
2022-07-26,12395622@n,286,1,17400.0,1,1,1,1.0,esc
2022-07-26,12397040@n,278,1,33400.0,1,1,1,1.0,esc
2022-07-26,124048580@n,40,3,111707.0,4,3,3,3.0543118531127322,VIP
2022-07-26,124106074@n,118,1,23300.0,3,1,1,1.108623706225465,new
2022-07-26,12412052@n,56,1,39288.0,4,1,1,1.1629355593381974,new
2022-07-26,12416623@n,182,2,64700.0,2,2,2,2.0,esc
2022-07-26,124450333@n,153,2,111011.0,3,2,3,2.602506431472519,semi-VIP
2022-07-26,124544599@n,27,2,91007.0,4,2,2,2.108623706225465,new
2022-07-26,12479273@n,283,1,38700.0,1,1,1,1.0,esc
2022-07-26,12501797@n,96,1,64285.0,3,1,2,1.6568182845852517,new
2022-07-26,125048420@n,29,1,30900.0,4,1,1,1.1629355593381974,new
2022-07-26,125144635@n,85,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,125205887@n,60,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,12535148@n,76,2,53439.0,4,2,2,2.108623706225465,new
2022-07-26,125630286@n,338,1,28700.0,1,1,1,1.0,esc
2022-07-26,125765944@n,238,1,31900.0,2,1,1,1.0543118531127325,esc
2022-07-26,12578994@n,236,1,17400.0,2,1,1,1.0543118531127325,esc
2022-07-26,12581389@n,198,1,36900.0,2,1,1,1.0543118531127325,esc
2022-07-26,125855565@n,189,2,30913.0,2,2,1,1.4518054216402132,esc
2022-07-26,125929061@n,265,1,40400.0,1,1,1,1.0,esc
2022-07-26,126099014@n,346,1,41800.0,1,1,1,1.0,esc
2022-07-26,12628260@n,46,1,48600.0,4,1,1,1.1629355593381974,new
2022-07-26,126283213@n,55,3,66271.0,4,3,2,2.5061172747529454,ROYAL
2022-07-26,126288615@n,87,1,37000.0,4,1,1,1.1629355593381974,new
2022-07-26,12636896@n,177,1,38500.0,2,1,1,1.0543118531127325,esc
2022-07-26,12643408@n,13,2,34800.0,4,2,1,1.5604291278656781,new
2022-07-26,12648618@n,120,2,72688.0,3,2,2,2.0543118531127327,new
2022-07-26,12654892@n,217,4,303470.0,2,3,4,3.493882725247054,esc-VIP
2022-07-26,126865340@n,239,2,26800.0,2,2,1,1.4518054216402132,esc
2022-07-26,12686888@n,104,1,45139.0,3,1,1,1.108623706225465,new
2022-07-26,12689520@n,7,1,40700.0,4,1,1,1.1629355593381974,new
2022-07-26,1270020@n,112,1,70400.0,3,1,2,1.6568182845852517,new
2022-07-26,12700611@n,68,2,87005.0,4,2,2,2.108623706225465,new
2022-07-26,12713052@n,217,1,35800.0,2,1,1,1.0543118531127325,esc
2022-07-26,127230816@n,289,1,39300.0,1,1,1,1.0,esc
2022-07-26,12728389@n,34,1,35500.0,4,1,1,1.1629355593381974,new
2022-07-26,127324415@n,286,2,56600.0,1,2,2,1.9456881468872673,esc
2022-07-26,127335869@n,264,2,32800.0,1,2,1,1.3974935685274805,esc
2022-07-26,127389177@n,111,5,205290.0,3,4,4,3.9456881468872673,VIP
2022-07-26,127468820@n,0,1,41800.0,4,1,1,1.1629355593381974,new
2022-07-26,12762673@n,210,2,84479.0,2,2,2,2.0,esc
2022-07-26,12783013@n,195,2,71747.0,2,2,2,2.0,esc
2022-07-26,127853862@n,0,4,107362.0,4,3,3,3.0543118531127322,VIP
2022-07-26,127924665@n,229,1,32900.0,2,1,1,1.0543118531127325,esc
2022-07-26,127962420@n,237,2,52400.0,2,2,2,2.0,esc
2022-07-26,12808518@n,232,1,41434.0,2,1,1,1.0543118531127325,esc
2022-07-26,128178833@n,215,1,79400.0,2,1,2,1.6025064314725193,esc
2022-07-26,12831548@n,169,2,65300.0,3,2,2,2.0543118531127327,new
2022-07-26,128465304@n,285,2,94713.0,1,2,2,1.9456881468872673,esc
2022-07-26,12855147@n,286,1,32600.0,1,1,1,1.0,esc
2022-07-26,12862970@n,264,2,76946.0,1,2,2,1.9456881468872673,esc
2022-07-26,12871280@n,303,1,162000.0,1,1,3,2.0963891567195736,esc-VIP
2022-07-26,12872331@n,84,2,82846.0,4,2,2,2.108623706225465,new
2022-07-26,129038146@n,26,2,73366.0,4,2,2,2.108623706225465,new
2022-07-26,12915523@n,267,1,39479.0,1,1,1,1.0,esc
2022-07-26,12924511@n,287,1,37700.0,1,1,1,1.0,esc
2022-07-26,12931318@n,329,1,37700.0,1,1,1,1.0,esc
2022-07-26,129495991@n,217,1,30500.0,2,1,1,1.0543118531127325,esc
2022-07-26,129546760@n,214,1,15400.0,2,1,1,1.0543118531127325,esc
2022-07-26,129612873@n,290,1,16900.0,1,1,1,1.0,esc
2022-07-26,129623340@n,292,2,58800.0,1,2,2,1.9456881468872673,esc
2022-07-26,12978463@n,216,1,31500.0,2,1,1,1.0543118531127325,esc
2022-07-26,129885799@n,286,1,49900.0,1,1,1,1.0,esc
2022-07-26,129897633@n,160,1,29900.0,3,1,1,1.108623706225465,new
2022-07-26,12991138@n,287,1,15400.0,1,1,1,1.0,esc
2022-07-26,13014880@n,264,1,12900.0,1,1,1,1.0,esc
2022-07-26,130368145@n,284,1,14400.0,1,1,1,1.0,esc
2022-07-26,130499640@n,284,2,71237.0,1,2,2,1.9456881468872673,esc
2022-07-26,13055307@n,286,1,35500.0,1,1,1,1.0,esc
2022-07-26,13062403@n,111,4,261024.0,3,3,4,3.5481945783597864,VIP
2022-07-26,130801141@n,60,2,69038.0,4,2,2,2.108623706225465,new
2022-07-26,131011917@n,262,1,41000.0,1,1,1,1.0,esc
2022-07-26,13113315@n,40,1,38700.0,4,1,1,1.1629355593381974,new
2022-07-26,13115246@n,255,2,50300.0,1,2,1,1.3974935685274805,esc
2022-07-26,131301621@n,159,1,36676.0,3,1,1,1.108623706225465,new
2022-07-26,13148804@n,96,2,70332.0,3,2,2,2.0543118531127327,new
2022-07-26,131517427@n,98,4,476294.0,3,3,4,3.5481945783597864,VIP
2022-07-26,131577697@n,13,2,61000.0,4,2,2,2.108623706225465,new
2022-07-26,13168722@n,68,1,36500.0,4,1,1,1.1629355593381974,new
2022-07-26,13177466@n,37,2,69071.0,4,2,2,2.108623706225465,new
2022-07-26,13206936@n,49,2,80125.0,4,2,2,2.108623706225465,new
