date,member_id,R,F,M,r_grade,f_grade,m_grade,rfm_index,group
2023-03-01,10274023@n,23,3,153636.0,4,3,3,3.011103002301241,VIP
2023-03-01,102752249@n,75,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,102814364@n,145,1,15900.0,2,1,1,1.0111030023012408,esc
2023-03-01,102831432@n,121,1,50600.0,2,1,1,1.0111030023012408,esc
2023-03-01,10302390@n,127,1,65700.0,2,1,2,1.6604665586897216,esc
2023-03-01,103095265@n,122,2,80700.0,2,2,2,2.0,esc
2023-03-01,103127011@n,125,1,16900.0,2,1,1,1.0111030023012408,esc
2023-03-01,103199338@n,217,1,103600.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,103236345@n,93,1,13900.0,3,1,1,1.022206004602482,new
2023-03-01,10323711@n,206,1,30400.0,1,1,1,1.0,esc
2023-03-01,103298102@n,181,1,50300.0,1,1,1,1.0,esc
2023-03-01,103376515@n,96,1,69875.0,3,1,2,1.6715695609909627,new
2023-03-01,10341732@n,142,1,40000.0,2,1,1,1.0111030023012408,esc
2023-03-01,10348836@n,192,1,153000.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,10386109@n,207,1,29918.0,1,1,1,1.0,esc
2023-03-01,104047598@n,206,1,30124.0,1,1,1,1.0,esc
2023-03-01,104050752@n,36,1,36900.0,4,1,1,1.033309006903723,new
2023-03-01,104166985@n,163,1,42300.0,1,1,1,1.0,esc
2023-03-01,10424512@n,171,1,29800.0,1,1,1,1.0,esc
2023-03-01,104301039@n,73,1,81800.0,3,1,2,1.6715695609909627,new
2023-03-01,104359341@n,10,1,28800.0,4,1,1,1.033309006903723,new
2023-03-01,104362025@n,77,1,40700.0,3,1,1,1.022206004602482,new
2023-03-01,104399380@n,107,1,36900.0,2,1,1,1.0111030023012408,esc
2023-03-01,10442784@n,128,2,85100.0,2,2,2,2.0,esc
2023-03-01,104439612@n,76,1,65500.0,3,1,2,1.6715695609909627,new
2023-03-01,104470784@n,9,1,14900.0,4,1,1,1.033309006903723,new
2023-03-01,104507096@n,37,1,40400.0,4,1,1,1.033309006903723,new
2023-03-01,104520735@n,210,1,34876.0,1,1,1,1.0,esc
2023-03-01,10453333@n,66,1,31700.0,3,1,1,1.022206004602482,new
2023-03-01,104668066@n,72,1,34000.0,3,1,1,1.022206004602482,new
2023-03-01,10474157@n,163,2,57800.0,1,2,2,1.988896997698759,esc
2023-03-01,10477850@n,69,2,45100.0,3,2,1,1.3617394459127603,new
2023-03-01,10480436@n,68,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,10482953@n,181,1,40900.0,1,1,1,1.0,esc
2023-03-01,1051867554@g,6,1,37900.0,4,1,1,1.033309006903723,new
2023-03-01,10527017@n,2,1,36900.0,4,1,1,1.033309006903723,new
2023-03-01,10558153@n,191,1,41000.0,1,1,1,1.0,esc
2023-03-01,10569049@n,167,1,12900.0,1,1,1,1.0,esc
2023-03-01,10580710@n,218,1,31400.0,1,1,1,1.0,esc
2023-03-01,10582416@n,92,1,82800.0,3,1,2,1.6715695609909627,new
2023-03-01,10598086@n,3,1,26405.0,4,1,1,1.033309006903723,new
2023-03-01,106040033@n,127,1,54300.0,2,1,2,1.6604665586897216,esc
2023-03-01,106246875@n,36,1,158200.0,4,1,3,2.332036119680684,semi-VIP
2023-03-01,10638839@n,128,1,49800.0,2,1,1,1.0111030023012408,esc
2023-03-01,106415689@n,92,1,49800.0,3,1,1,1.022206004602482,new
2023-03-01,106465767@n,103,1,11900.0,2,1,1,1.0111030023012408,esc
2023-03-01,106512559@n,138,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,106694931@n,71,1,33012.0,3,1,1,1.022206004602482,new
2023-03-01,10671304@n,130,1,31900.0,2,1,1,1.0111030023012408,esc
2023-03-01,10671536@n,208,1,35000.0,1,1,1,1.0,esc
2023-03-01,10722658@n,177,1,39400.0,1,1,1,1.0,esc
2023-03-01,10724107@n,218,1,16100.0,1,1,1,1.0,esc
2023-03-01,10724306@n,85,1,38800.0,3,1,1,1.022206004602482,new
2023-03-01,10732962@n,172,1,62600.0,1,1,2,1.6493635563884808,esc
2023-03-01,1074305@n,74,1,32700.0,3,1,1,1.022206004602482,new
2023-03-01,107454028@n,195,1,43610.0,1,1,1,1.0,esc
2023-03-01,107543838@n,92,2,64100.0,3,2,2,2.011103002301241,new
2023-03-01,10768980@n,195,1,17900.0,1,1,1,1.0,esc
2023-03-01,10786382@n,108,1,47600.0,2,1,1,1.0111030023012408,esc
2023-03-01,10788213@n,45,1,102600.0,4,1,2,1.6826725632922035,new
2023-03-01,108118968@n,204,1,34000.0,1,1,1,1.0,esc
2023-03-01,10814605@n,139,1,40780.0,2,1,1,1.0111030023012408,esc
2023-03-01,10827263@n,2,1,37000.0,4,1,1,1.033309006903723,new
2023-03-01,108291950@n,65,1,113408.0,3,1,3,2.320933117379443,semi-VIP
2023-03-01,108304649@n,174,1,30800.0,1,1,1,1.0,esc
2023-03-01,10832841@n,218,1,113993.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,108342882@n,7,1,37900.0,4,1,1,1.033309006903723,new
2023-03-01,10835930@n,180,1,38800.0,1,1,1,1.0,esc
2023-03-01,108418145@n,91,2,192691.0,3,2,3,2.6604665586897216,semi-VIP
2023-03-01,10856158@n,14,1,40900.0,4,1,1,1.033309006903723,new
2023-03-01,108581747@n,92,1,29900.0,3,1,1,1.022206004602482,new
2023-03-01,1086136@n,80,1,87000.0,3,1,2,1.6715695609909627,new
2023-03-01,10872526@n,116,1,11700.0,2,1,1,1.0111030023012408,esc
2023-03-01,108779015@n,217,1,56985.0,1,1,2,1.6493635563884808,esc
2023-03-01,108915001@n,59,1,95400.0,3,1,2,1.6715695609909627,new
2023-03-01,10893097@n,77,1,65800.0,3,1,2,1.6715695609909627,new
2023-03-01,10912437@n,21,1,13900.0,4,1,1,1.033309006903723,new
2023-03-01,109173297@n,212,1,36000.0,1,1,1,1.0,esc
2023-03-01,109293609@n,135,2,59600.0,2,2,2,2.0,esc
2023-03-01,10931152@n,117,1,36000.0,2,1,1,1.0111030023012408,esc
2023-03-01,109322683@n,57,1,38900.0,3,1,1,1.022206004602482,new
2023-03-01,109328480@n,68,2,171979.0,3,2,3,2.6604665586897216,semi-VIP
2023-03-01,10940450@n,93,1,13900.0,3,1,1,1.022206004602482,new
2023-03-01,109562494@n,208,1,12099.0,1,1,1,1.0,esc
2023-03-01,109597285@n,142,1,17900.0,2,1,1,1.0111030023012408,esc
2023-03-01,10962397@n,10,2,78300.0,4,2,2,2.0222060046024817,new
2023-03-01,109775882@n,42,1,36900.0,4,1,1,1.033309006903723,new
2023-03-01,109821260@n,61,1,15500.0,3,1,1,1.022206004602482,new
2023-03-01,109881941@n,112,1,12700.0,2,1,1,1.0111030023012408,esc
2023-03-01,109882957@n,111,1,36700.0,2,1,1,1.0111030023012408,esc
2023-03-01,10989183@n,48,1,31800.0,3,1,1,1.022206004602482,new
2023-03-01,10994947@n,15,1,36900.0,4,1,1,1.033309006903723,new
2023-03-01,1100049927@g,64,1,65800.0,3,1,2,1.6715695609909627,new
2023-03-01,110021152@n,66,1,35700.0,3,1,1,1.022206004602482,new
2023-03-01,110025838@n,19,1,22100.0,4,1,1,1.033309006903723,new
2023-03-01,110073769@n,172,1,29800.0,1,1,1,1.0,esc
2023-03-01,11026447@n,75,1,53300.0,3,1,2,1.6715695609909627,new
2023-03-01,110269388@n,110,1,33900.0,2,1,1,1.0111030023012408,esc
2023-03-01,110284475@n,9,1,49100.0,4,1,1,1.033309006903723,new
2023-03-01,110408606@n,111,1,24000.0,2,1,1,1.0111030023012408,esc
2023-03-01,11042265@n,27,1,40733.0,4,1,1,1.033309006903723,new
2023-03-01,1104331@n,76,1,65800.0,3,1,2,1.6715695609909627,new
2023-03-01,110583373@n,89,1,16900.0,3,1,1,1.022206004602482,new
2023-03-01,110771920@n,10,3,119973.0,4,3,3,3.011103002301241,VIP
2023-03-01,110898523@n,60,1,31400.0,3,1,1,1.022206004602482,new
2023-03-01,11102967@n,71,1,31700.0,3,1,1,1.022206004602482,new
2023-03-01,11110783@n,72,1,31400.0,3,1,1,1.022206004602482,new
2023-03-01,11115826@n,63,1,31300.0,3,1,1,1.022206004602482,new
2023-03-01,111181951@n,91,1,39400.0,3,1,1,1.022206004602482,new
2023-03-01,111229290@n,105,2,53100.0,2,2,2,2.0,esc
2023-03-01,11126263@n,200,1,45900.0,1,1,1,1.0,esc
2023-03-01,111313141@n,86,1,31800.0,3,1,1,1.022206004602482,new
2023-03-01,111353133@n,118,1,47600.0,2,1,1,1.0111030023012408,esc
2023-03-01,11136913@n,68,1,41568.0,3,1,1,1.022206004602482,new
2023-03-01,11150720@n,59,1,32300.0,3,1,1,1.022206004602482,new
2023-03-01,111569684@n,54,1,15900.0,3,1,1,1.022206004602482,new
2023-03-01,111579067@n,5,2,37929.0,4,2,1,1.3728424482140014,new
2023-03-01,11162567@n,104,1,12900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11170739@n,217,1,33200.0,1,1,1,1.0,esc
2023-03-01,111717529@n,173,1,38800.0,1,1,1,1.0,esc
2023-03-01,111797576@n,47,1,9900.0,3,1,1,1.022206004602482,new
2023-03-01,111807439@n,128,1,42800.0,2,1,1,1.0111030023012408,esc
2023-03-01,11181804@n,69,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,111911542@n,94,1,41900.0,3,1,1,1.022206004602482,new
2023-03-01,11199275@n,187,1,40000.0,1,1,1,1.0,esc
2023-03-01,112018990@n,205,1,15200.0,1,1,1,1.0,esc
2023-03-01,11203673@n,36,1,33900.0,4,1,1,1.033309006903723,new
2023-03-01,112075833@n,129,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11233680@n,61,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,112407895@n,202,1,14500.0,1,1,1,1.0,esc
2023-03-01,112415436@n,140,1,30800.0,2,1,1,1.0111030023012408,esc
2023-03-01,112435810@n,62,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,11247825@n,34,1,14900.0,4,1,1,1.033309006903723,new
2023-03-01,112555290@n,1,1,36739.0,4,1,1,1.033309006903723,new
2023-03-01,112603393@n,217,1,33400.0,1,1,1,1.0,esc
2023-03-01,11260595@n,124,1,103000.0,2,1,3,2.309830115078202,esc-VIP
2023-03-01,112633192@n,122,1,147000.0,2,1,3,2.309830115078202,esc-VIP
2023-03-01,11277338@n,153,1,41000.0,2,1,1,1.0111030023012408,esc
2023-03-01,112804268@n,21,1,19100.0,4,1,1,1.033309006903723,new
2023-03-01,11285800@n,191,1,40715.0,1,1,1,1.0,esc
2023-03-01,1128604@n,28,1,21300.0,4,1,1,1.033309006903723,new
2023-03-01,113105278@n,115,1,23000.0,2,1,1,1.0111030023012408,esc
2023-03-01,113207167@n,173,1,28900.0,1,1,1,1.0,esc
2023-03-01,11328165@n,53,1,58200.0,3,1,2,1.6715695609909627,new
2023-03-01,113384592@n,50,1,60800.0,3,1,2,1.6715695609909627,new
2023-03-01,113428890@n,70,1,35400.0,3,1,1,1.022206004602482,new
2023-03-01,11347023@n,100,1,13900.0,2,1,1,1.0111030023012408,esc
2023-03-01,113540362@n,151,1,16900.0,2,1,1,1.0111030023012408,esc
2023-03-01,113641524@n,2,3,128000.0,4,3,3,3.011103002301241,VIP
2023-03-01,113725992@n,60,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,11373862@n,53,1,37800.0,3,1,1,1.022206004602482,new
2023-03-01,113745432@n,185,1,78800.0,1,1,2,1.6493635563884808,esc
2023-03-01,113812339@n,45,1,48700.0,4,1,1,1.033309006903723,new
2023-03-01,11400382@n,77,1,30300.0,3,1,1,1.022206004602482,new
2023-03-01,114054137@n,76,1,33400.0,3,1,1,1.022206004602482,new
2023-03-01,114177924@n,96,3,83970.0,3,3,2,2.3506364436115192,ROYAL
2023-03-01,11419434@n,83,2,67700.0,3,2,2,2.011103002301241,new
2023-03-01,114213160@n,127,1,68800.0,2,1,2,1.6604665586897216,esc
2023-03-01,11422393@n,51,1,38900.0,3,1,1,1.022206004602482,new
2023-03-01,114227439@n,203,1,38800.0,1,1,1,1.0,esc
2023-03-01,114280276@n,57,1,17900.0,3,1,1,1.022206004602482,new
2023-03-01,11439082@n,140,1,16900.0,2,1,1,1.0111030023012408,esc
2023-03-01,114421553@n,60,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,114422750@n,101,1,28500.0,2,1,1,1.0111030023012408,esc
2023-03-01,114628746@n,72,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,114681825@n,196,1,16900.0,1,1,1,1.0,esc
2023-03-01,11472360@n,104,1,149000.0,2,1,3,2.309830115078202,esc-VIP
2023-03-01,114826922@n,73,1,35400.0,3,1,1,1.022206004602482,new
2023-03-01,114915627@n,106,1,23000.0,2,1,1,1.0111030023012408,esc
2023-03-01,11494831@n,12,1,40900.0,4,1,1,1.033309006903723,new
2023-03-01,114986258@n,6,1,38900.0,4,1,1,1.033309006903723,new
2023-03-01,115109105@n,50,1,67300.0,3,1,2,1.6715695609909627,new
2023-03-01,115131834@n,2,1,36000.0,4,1,1,1.033309006903723,new
2023-03-01,115258094@n,77,3,117400.0,3,3,3,3.0,VIP
2023-03-01,11533530@n,197,1,40622.0,1,1,1,1.0,esc
2023-03-01,115357830@n,79,2,71133.0,3,2,2,2.011103002301241,new
2023-03-01,115405625@n,60,1,49400.0,3,1,1,1.022206004602482,new
2023-03-01,115441330@n,139,1,16900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11548134@n,121,1,31900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11550150@n,116,1,13900.0,2,1,1,1.0111030023012408,esc
2023-03-01,115539670@n,35,1,13900.0,4,1,1,1.033309006903723,new
2023-03-01,115554040@n,98,1,55700.0,3,1,2,1.6715695609909627,new
2023-03-01,115577465@n,116,1,35300.0,2,1,1,1.0111030023012408,esc
2023-03-01,115644916@n,146,1,79800.0,2,1,2,1.6604665586897216,esc
2023-03-01,11576582@n,104,1,38800.0,2,1,1,1.0111030023012408,esc
2023-03-01,115880298@n,70,1,15500.0,3,1,1,1.022206004602482,new
2023-03-01,11594112@n,36,1,38800.0,4,1,1,1.033309006903723,new
2023-03-01,115983687@n,77,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,115996385@n,28,1,62600.0,4,1,2,1.6826725632922035,new
2023-03-01,116089195@n,77,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,11613249@n,79,2,71699.0,3,2,2,2.011103002301241,new
2023-03-01,116166911@n,37,1,9900.0,4,1,1,1.033309006903723,new
2023-03-01,116188490@n,112,1,11700.0,2,1,1,1.0111030023012408,esc
2023-03-01,116211850@n,72,1,23300.0,3,1,1,1.022206004602482,new
2023-03-01,11630212@n,9,1,11900.0,4,1,1,1.033309006903723,new
2023-03-01,11630224@n,5,1,36900.0,4,1,1,1.033309006903723,new
2023-03-01,116302470@n,99,1,38900.0,3,1,1,1.022206004602482,new
2023-03-01,11631865@n,163,1,39500.0,1,1,1,1.0,esc
2023-03-01,11634872@n,74,1,33400.0,3,1,1,1.022206004602482,new
2023-03-01,11645847@n,71,1,31520.0,3,1,1,1.022206004602482,new
2023-03-01,116520103@n,76,1,29779.0,3,1,1,1.022206004602482,new
2023-03-01,116560396@n,8,1,37900.0,4,1,1,1.033309006903723,new
2023-03-01,11666974@n,170,1,60600.0,1,1,2,1.6493635563884808,esc
2023-03-01,116774399@n,21,1,39900.0,4,1,1,1.033309006903723,new
2023-03-01,11680220@n,79,1,40714.0,3,1,1,1.022206004602482,new
2023-03-01,116928624@n,207,1,113002.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,11697571@n,207,1,35000.0,1,1,1,1.0,esc
2023-03-01,11702166@n,35,1,54200.0,4,1,2,1.6826725632922035,new
2023-03-01,117060571@n,80,5,157144.0,3,4,3,3.3395334413102784,VIP
2023-03-01,117065969@n,56,1,143500.0,3,1,3,2.320933117379443,semi-VIP
2023-03-01,11712616@n,83,1,31300.0,3,1,1,1.022206004602482,new
2023-03-01,117139043@n,170,1,13900.0,1,1,1,1.0,esc
2023-03-01,117160900@n,197,2,46300.0,1,2,1,1.3395334413102784,esc
2023-03-01,117191273@n,3,1,28300.0,4,1,1,1.033309006903723,new
2023-03-01,11720403@n,115,1,49800.0,2,1,1,1.0111030023012408,esc
2023-03-01,117320027@n,128,1,17900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11732536@n,204,1,53400.0,1,1,2,1.6493635563884808,esc
2023-03-01,11733115@n,142,1,17900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11744644@n,217,1,34200.0,1,1,1,1.0,esc
2023-03-01,11749639@n,116,2,181150.0,2,2,3,2.6493635563884803,esc-VIP
2023-03-01,11751797@n,21,1,10900.0,4,1,1,1.033309006903723,new
2023-03-01,11754536@n,28,1,45800.0,4,1,1,1.033309006903723,new
2023-03-01,11763063@n,86,1,40900.0,3,1,1,1.022206004602482,new
2023-03-01,117735562@n,3,1,24900.0,4,1,1,1.033309006903723,new
2023-03-01,11776555@n,217,1,73800.0,1,1,2,1.6493635563884808,esc
2023-03-01,117821075@n,118,1,61800.0,2,1,2,1.6604665586897216,esc
2023-03-01,11789314@n,185,1,40000.0,1,1,1,1.0,esc
2023-03-01,117913317@n,17,1,22100.0,4,1,1,1.033309006903723,new
2023-03-01,117989277@n,35,1,24900.0,4,1,1,1.033309006903723,new
2023-03-01,118002574@n,76,3,114355.0,3,3,3,3.0,VIP
2023-03-01,118251827@n,82,1,41900.0,3,1,1,1.022206004602482,new
2023-03-01,11839894@n,104,1,49800.0,2,1,1,1.0111030023012408,esc
2023-03-01,11848146@n,102,1,57200.0,2,1,2,1.6604665586897216,esc
2023-03-01,11850925@n,163,1,14900.0,1,1,1,1.0,esc
2023-03-01,118509722@n,71,2,45100.0,3,2,1,1.3617394459127603,new
2023-03-01,118647800@n,4,1,41000.0,4,1,1,1.033309006903723,new
2023-03-01,118767825@n,134,1,15900.0,2,1,1,1.0111030023012408,esc
2023-03-01,118783241@n,117,1,23000.0,2,1,1,1.0111030023012408,esc
2023-03-01,118888756@n,70,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,11898479@n,77,1,31300.0,3,1,1,1.022206004602482,new
2023-03-01,119027211@n,125,1,41700.0,2,1,1,1.0111030023012408,esc
2023-03-01,119106205@n,133,1,41900.0,2,1,1,1.0111030023012408,esc
2023-03-01,11925565@n,77,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,119418008@n,63,1,30300.0,3,1,1,1.022206004602482,new
2023-03-01,1194789@n,127,1,51600.0,2,1,1,1.0111030023012408,esc
2023-03-01,1194834@n,206,1,33200.0,1,1,1,1.0,esc
2023-03-01,119500749@n,163,1,37000.0,1,1,1,1.0,esc
2023-03-01,11964246@n,162,1,37100.0,1,1,1,1.0,esc
2023-03-01,119802548@n,96,2,60000.0,3,2,2,2.011103002301241,new
2023-03-01,119935284@n,112,2,74800.0,2,2,2,2.0,esc
2023-03-01,1200948699@g,84,1,33900.0,3,1,1,1.022206004602482,new
2023-03-01,120185622@n,79,1,16900.0,3,1,1,1.022206004602482,new
2023-03-01,12021573@n,205,1,99065.0,1,1,2,1.6493635563884808,esc
2023-03-01,12028179@n,211,1,35000.0,1,1,1,1.0,esc
2023-03-01,12038394@n,37,1,28900.0,4,1,1,1.033309006903723,new
2023-03-01,12049956@n,201,1,30800.0,1,1,1,1.0,esc
2023-03-01,120687347@n,2,1,22100.0,4,1,1,1.033309006903723,new
2023-03-01,12070635@n,83,2,34800.0,3,2,1,1.3617394459127603,new
2023-03-01,120831045@n,190,1,39900.0,1,1,1,1.0,esc
2023-03-01,12084251@n,130,1,40900.0,2,1,1,1.0111030023012408,esc
2023-03-01,120859246@n,193,1,40900.0,1,1,1,1.0,esc
2023-03-01,120864479@n,101,1,26400.0,2,1,1,1.0111030023012408,esc
2023-03-01,120951946@n,93,1,40739.0,3,1,1,1.022206004602482,new
2023-03-01,12101574@n,65,1,31400.0,3,1,1,1.022206004602482,new
2023-03-01,121063644@n,88,1,16900.0,3,1,1,1.022206004602482,new
2023-03-01,121188452@n,114,1,11700.0,2,1,1,1.0111030023012408,esc
2023-03-01,121256514@n,25,1,9900.0,4,1,1,1.033309006903723,new
2023-03-01,12127314@n,57,1,37800.0,3,1,1,1.022206004602482,new
2023-03-01,121460623@n,188,1,30300.0,1,1,1,1.0,esc
2023-03-01,12148095@n,64,1,25700.0,3,1,1,1.022206004602482,new
2023-03-01,121505209@n,149,1,29800.0,2,1,1,1.0111030023012408,esc
2023-03-01,12156188@n,205,1,34200.0,1,1,1,1.0,esc
2023-03-01,1215886@n,149,2,72900.0,2,2,2,2.0,esc
2023-03-01,121670063@n,205,1,17622.0,1,1,1,1.0,esc
2023-03-01,1217315987@g,212,1,141800.0,1,1,3,2.298727112776961,esc-VIP
2023-03-01,12203735@n,128,1,41900.0,2,1,1,1.0111030023012408,esc
2023-03-01,122046802@n,112,1,48000.0,2,1,1,1.0111030023012408,esc
2023-03-01,12213688@n,70,1,52433.0,3,1,2,1.6715695609909627,new
2023-03-01,12214143@n,22,1,36900.0,4,1,1,1.033309006903723,new
2023-03-01,122265125@n,217,1,81400.0,1,1,2,1.6493635563884808,esc
2023-03-01,122307515@n,40,1,74800.0,4,1,2,1.6826725632922035,new
2023-03-01,12238947@n,191,1,31900.0,1,1,1,1.0,esc
2023-03-01,122557182@n,126,1,79100.0,2,1,2,1.6604665586897216,esc
2023-03-01,122698077@n,59,1,32400.0,3,1,1,1.022206004602482,new
2023-03-01,12271303@n,62,1,16500.0,3,1,1,1.022206004602482,new
2023-03-01,12291208@n,154,1,16900.0,2,1,1,1.0111030023012408,esc
2023-03-01,123045083@n,59,1,35805.0,3,1,1,1.022206004602482,new
2023-03-01,12310194@n,113,1,10700.0,2,1,1,1.0111030023012408,esc
2023-03-01,12313222@n,101,1,36977.0,2,1,1,1.0111030023012408,esc
2023-03-01,12317695@n,114,1,35700.0,2,1,1,1.0111030023012408,esc
2023-03-01,12321620@n,76,1,30400.0,3,1,1,1.022206004602482,new
2023-03-01,123295961@n,84,1,39283.0,3,1,1,1.022206004602482,new
2023-03-01,12339917@n,134,1,61800.0,2,1,2,1.6604665586897216,esc
2023-03-01,123476900@n,89,1,39773.0,3,1,1,1.022206004602482,new
2023-03-01,123981480@n,60,1,31400.0,3,1,1,1.022206004602482,new
2023-03-01,124074428@n,76,1,28200.0,3,1,1,1.022206004602482,new
2023-03-01,12415665@n,205,1,34200.0,1,1,1,1.0,esc
2023-03-01,12416623@n,53,1,16775.0,3,1,1,1.022206004602482,new
2023-03-01,124242913@n,108,1,59700.0,2,1,2,1.6604665586897216,esc
2023-03-01,124267386@n,95,1,13900.0,3,1,1,1.022206004602482,new
2023-03-01,124274687@n,48,1,38900.0,3,1,1,1.022206004602482,new
2023-03-01,124290936@n,97,1,28500.0,3,1,1,1.022206004602482,new
2023-03-01,124310074@n,162,1,40900.0,1,1,1,1.0,esc
2023-03-01,124539687@n,95,1,27900.0,3,1,1,1.022206004602482,new
2023-03-01,124653963@n,13,1,13900.0,4,1,1,1.033309006903723,new
2023-03-01,124661357@g,214,1,33200.0,1,1,1,1.0,esc
